name,album,artist,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Gender ,Source 
Gbemisaya,Quality,CDQ,afropop,2016,261067,6,0.807,0.0353,0.858,0.000662,0.0589,-3.278,0.0922,129.939,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
UP 2 SUMTING,UP 2 SUMTING,Iyanya,afro dancehall,2016,207172,0,0.57,0.459,0.616,0,0.208,-7.084,0.285,99.954,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Juice (feat. Maleek Berry),First Wave EP,Ycee,afro dancehall,2017,250920,54,0.812,0.496,0.657,0.0024,0.091,-2.77,0.0738,109.998,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Wavy,First Wave EP,Ycee,afro dancehall,2017,215226,12,0.714,0.0348,0.815,0,0.129,-3.978,0.28,105.048,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
I.J.N,I.J.N,Pheelz,na,2016,221333,0,0.731,0.447,0.684,0,0.0898,-5.361,0.0508,89.95,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Teré teré,Teré teré,Toofan,azontobeats,2016,207333,45,0.916,0.113,0.744,2.22E-05,0.0494,-1.724,0.0747,109.995,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Maradona,Maradona,Niniola,afro dancehall,2017,191242,30,0.914,0.0444,0.613,0.069,0.11,-6.808,0.0548,118.043,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Yolo Yolo,Yolo Yolo,Seyi Shay,afro dancehall,2017,206600,16,0.785,0.0741,0.973,7.86E-06,0.2,-3.054,0.155,105.943,4,Male,https://www.google.com/search?q=odunsi&oq=odunsi&aqs=chrome..69i57j46i67j46i512j0i512l3j46i512j0i512j46i512l2.1035j0j1&sourceid=chrome&ie=UTF-8
Baby Answer,Signature - EP,Iyanya,afro dancehall,2017,202680,0,0.72,0.114,0.936,0,0.154,-1.804,0.101,106.022,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Gimme Luv (feat. Olamide),Gimme Luv (feat. Olamide),DJ Spinall,afro dancehall,2017,202161,18,0.877,0.261,0.738,0,0.346,-3.383,0.0628,110.006,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Ojukokoro,Ten,DJ Spinall,afro dancehall,2016,175000,0,0.69,0.0498,0.836,0.00015,0.0854,-6.863,0.1,123.1,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Sexy Girls,Sexy Girls,SUPERSTAR DJ Xclusive,na,2017,208000,3,0.88,0.129,0.699,4.56E-06,0.352,-6.482,0.0731,117.011,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Alhaji (Can't Hear You) [Remix] (feat. Runtown),Alhaji (Can't Hear You) [Remix] (feat. Runtown),Illbliss,afro dancehall,2017,215745,18,0.777,0.265,0.846,0,0.118,-5.446,0.0452,108.027,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Halé Halé,God Over Everything,Patoranking,afro dancehall,2016,208355,0,0.778,0.181,0.588,0,0.113,-8.845,0.06,115.976,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Cheating Zone,God Over Everything,Patoranking,afro dancehall,2016,236811,0,0.582,0.447,0.834,0,0.0663,-4.74,0.24,76.505,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Money,God Over Everything,Patoranking,afro dancehall,2016,224028,0,0.644,0.137,0.887,0,0.0834,-4.231,0.124,101.923,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Kill Nobody (feat. Calibrii),First Wave EP,Ycee,afro dancehall,2017,209186,14,0.699,0.382,0.799,0,0.495,-5.369,0.285,102.846,4,Male,https://www.google.com/search?q=olamide&sxsrf=AOaemvJE6z647qCy6H96dYrnSADG6m6GDQ%3A1638268572269&ei=nP6lYYbzD-eSxc8PjJqL2A4&ved=0ahUKEwiGsa-C8r_0AhVnSfEDHQzNAusQ4dUDCA8&uact=5&oq=olamide&gs_lcp=Cgdnd3Mtd2l6EAMyCAguELEDEJECMgUIABCRAjIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgsIABCABBCxAxCDAToFCC4QkQI6CAgAEIAEELEDOggIABCABBDJAzoFCAAQkgM6CAguELEDEIMBOgcIABCxAxAKOgQIABAKOggIABCxAxCDAToHCC4QsQMQCjoHCC4QgAQQCjoECC4QCjoHCCMQ6gIQJzoHCC4Q6gIQJzoECC4QJzoICC4QgAQQsQM6CwguEIAEEMcBENEDOg4ILhCABBCxAxDHARDRAzoOCC4QgAQQsQMQxwEQowI6BwgAEIAEEAo6DQguEIAEEMcBEK8BEApKBAhBGABQwARYoTBgkzFoDHACeACAAYgBiAHXDJIBBDQuMTGYAQCgAQGwAQrIAQ_AAQE&sclient=gws-wiz
Bad,Bad,Juls,afro dancehall,2017,240065,40,0.758,0.563,0.46,0,0.0972,-9.253,0.236,96.04,4,Male,https://www.google.com/search?q=Olu+maintain&sxsrf=AOaemvKQf8rviInzMfmTDZfIMJz-wWKrng%3A1638269489381&ei=MQKmYc_gFo7rgAbmoprYCg&ved=0ahUKEwiPvde39b_0AhWONcAKHWaRBqsQ4dUDCA8&uact=5&oq=Olu+maintain&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgQIIxAnOgQILhAnOgUILhCRAjoLCAAQgAQQsQMQgwE6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoFCAAQkQI6CwguEIAEEMcBENEDOggILhCABBCxAzoLCC4QgAQQsQMQgwE6CAguELEDEIMBSgQIQRgAUKgFWNQWYMYbaAJwAXgAgAFxiAHbB5IBBDEwLjKYAQCgAQHIAQjAAQE&sclient=gws-wiz
Sikiru,Sikiru,Magnito,nigerian hip hop,2017,213183,0,0.934,0.337,0.762,0,0.0604,-6.247,0.27,109.973,4,Male,https://www.google.com/search?q=Olu+maintain&sxsrf=AOaemvKQf8rviInzMfmTDZfIMJz-wWKrng%3A1638269489381&ei=MQKmYc_gFo7rgAbmoprYCg&ved=0ahUKEwiPvde39b_0AhWONcAKHWaRBqsQ4dUDCA8&uact=5&oq=Olu+maintain&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgQIIxAnOgQILhAnOgUILhCRAjoLCAAQgAQQsQMQgwE6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoFCAAQkQI6CwguEIAEEMcBENEDOggILhCABBCxAzoLCC4QgAQQsQMQgwE6CAguELEDEIMBSgQIQRgAUKgFWNQWYMYbaAJwAXgAgAFxiAHbB5IBBDEwLjKYAQCgAQHIAQjAAQE&sclient=gws-wiz
IZZUE,Izzue,Davido x Dammy Krane,na,2015,180610,0,0.86,0.0301,0.671,5.49E-05,0.0807,-1.908,0.0512,107.071,4,Male,https://www.google.com/search?q=Olu+maintain&sxsrf=AOaemvKQf8rviInzMfmTDZfIMJz-wWKrng%3A1638269489381&ei=MQKmYc_gFo7rgAbmoprYCg&ved=0ahUKEwiPvde39b_0AhWONcAKHWaRBqsQ4dUDCA8&uact=5&oq=Olu+maintain&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgQIIxAnOgQILhAnOgUILhCRAjoLCAAQgAQQsQMQgwE6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoFCAAQkQI6CwguEIAEEMcBENEDOggILhCABBCxAzoLCC4QgAQQsQMQgwE6CAguELEDEIMBSgQIQRgAUKgFWNQWYMYbaAJwAXgAgAFxiAHbB5IBBDEwLjKYAQCgAQHIAQjAAQE&sclient=gws-wiz
Joro,Joro,WizKid,afro dancehall,2019,262736,66,0.686,0.253,0.694,0.000904,0.109,-3.693,0.257,189.998,4,Male,https://www.google.com/search?q=omoakin&oq=omoakin&aqs=chrome.0.0i355i512j46i512j0i512j46i512j0i512l2j0i30l4.1568j0j1&sourceid=chrome&ie=UTF-8
Skeletun,Skeletun,Tekno,afropop,2019,192623,60,0.747,0.0355,0.64,8.07E-05,0.338,-4.766,0.0899,201.999,4,Male,https://www.google.com/search?gs_ssp=eJzj4tLP1TeIrzBLqSgwYPRizS9KrcoEADpnBhI&q=orezi&oq=orezi&aqs=chrome.1.69i57j46i512l2j0i512l2j46i512j0i512l2j46i512l2.3275j0j9&sourceid=chrome&ie=UTF-8
Blow My Mind,Blow My Mind,DaVido,afropop,2019,199173,61,0.52,0.129,0.644,0.000235,0.107,-7.09,0.0783,103.646,4,Male,https://www.google.com/search?gs_ssp=eJzj4tLP1TeIrzBLqSgwYPRizS9KrcoEADpnBhI&q=orezi&oq=orezi&aqs=chrome.1.69i57j46i512l2j0i512l2j46i512j0i512l2j46i512l2.3275j0j9&sourceid=chrome&ie=UTF-9
Dumebi,Rema,Rema,nigerian pop,2019,179775,18,0.922,0.202,0.666,0.00386,0.105,-4.97,0.0609,110.015,4,Male,https://www.google.com/search?q=otigba+agulu&sxsrf=AOaemvJZhxdpnIFyt1ypNMlW4m3XYOijRg%3A1638347294364&ei=HjKnYYrSFcmegQalhI7YBA&gs_ssp=eJzj4tVP1zc0TCu0rCpJKsgxYPTiyS_JTE9KVEhML80pBQCKbwm2&oq=otigba+&gs_lcp=Cgdnd3Mtd2l6EAEYATIFCAAQgAQyBQguEIAEMgUILhCABDIFCAAQgAQyBQguEIAEMgUILhCABDIFCAAQgAQyBQguEIAEMgUIABCABDIFCAAQgAQ6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6CwgAEIAEELEDEIMBOggIABCxAxCDAToFCC4QkQI6CAguEIAEELEDOggIABCABBCxAzoOCC4QgAQQsQMQxwEQowI6BAgAEEM6BwgAELEDEAo6BwgAEIAEEApKBAhBGABQrwdYvBVgoy1oAnACeACAAfIBiAGFCJIBBTEuNS4xmAEAoAEByAEPwAEB&sclient=gws-wiz
Risky,A Good Time,DaVido,afropop,2019,270315,55,0.714,0.15,0.702,0,0.0993,-4.544,0.264,126.511,5,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Killin Dem,Killin Dem,Zlatan,afro dancehall,2019,220884,54,0.876,0.107,0.808,0.00447,0.121,-5.382,0.176,112.923,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)","Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,afro dancehall,2018,255608,65,0.841,0.594,0.644,0.00402,0.142,-3.284,0.083,108.003,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
On the Low,African Giant,Burna Boy,afro dancehall,2019,185898,73,0.816,0.692,0.781,0.00935,0.0835,-4.237,0.0425,99.95,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Gbona,African Giant,Burna Boy,afro dancehall,2019,187609,65,0.798,0.564,0.813,0.000141,0.108,-5.869,0.162,93.912,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Sensima,Sensima,Skiibii,afropop,2018,187794,58,0.874,0.0899,0.807,0,0.0698,-3.973,0.177,109.945,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
